station_id,latitude,longitude,subway_line,address_by_law
107,37.529187,126.96788600000001,4,1117012500.0
108,37.5225931,126.973721,"4,KJ",1117012700.0
109,37.5025561,126.980423,"4,9",1159010600.0
110,37.4869419,126.98216799999999,"4,7",1159010700.0
111,37.463862299999995,126.9891185,4,1165010100.0
112,37.54164124,126.97122959999999,1,1117010400.0
113,37.52956772,126.96416470000001,"1,KJ",1117012800.0
114,37.5136439,126.94211000000001,"1,9",1159010100.0
115,37.513391999999996,126.92640700000001,1,
116,37.51551,126.90779599999999,1,1156010200.0
117,37.51929092,126.9879608,KJ,1117013300.0
118,37.52917099,127.0082169,KJ,1117013100.0
119,37.550430299999995,127.0348969,KJ,1120010800.0
120,37.5897601,127.058146,"1,KJ,KC",1123010900.0
121,37.5961813,127.06363200000001,1,1123011000.0
122,37.60200882,127.06724550000001,1,1123011000.0
123,37.61499786,127.0659256,"1,6",1135010200.0
124,37.62341309,127.06227109999999,1,1135010200.0
125,37.633114,127.05883500000002,1,1135010200.0
126,37.64479828,127.05149840000001,1,1132010700.0
127,37.496208,127.05288300000001,DL,1168011800.0
128,37.4866848,127.059955,DL,1168010300.0
129,37.4891159,127.065987,DL,1168010300.0
130,37.49161911,127.0728149,DL,1168011400.0
131,37.4705542,127.1266572,"8,DL",1171010900.0
132,37.51714325,126.91642,"1,5",1156013200.0
133,37.594947999999995,127.07615200000001,"KJ,KC",1126010300.0
134,37.59659958,127.08471680000001,"7,KC,KJ",1126010200.0
135,37.599708,127.09208100000001,"KC,KJ",
136,37.60650635,127.10810090000001,KJ,1126010500.0
153,37.55980301,126.94191740000001,KJ,1141011400.0
154,37.543825299999995,126.9509914,"5,6,KJ,AP",1144010400.0
155,37.55133438,126.93551640000001,KJ,1144011100.0
156,37.56846619,126.9160004,KJ,1141012000.0
157,37.57795334,126.9002304,"6,KJ,AP",1138010100.0
158,37.58055878,126.89582820000001,KJ,1138010100.0
205,37.50310898,126.88256840000001,1,1153010200.0
206,37.48242569,126.88224029999999,"1,7",1154510100.0
207,37.45555878,126.8940811,1,1154510300.0
217,37.46652603,126.88926699999999,1,1154510100.0
248,37.49443054,126.85830690000002,1,1153010700.0
249,37.4944006,126.8447,1,1153010800.0
260,37.4966646,126.870865,1,1153010200.0
265,37.49227905,126.8239899,"1,7",1153011000.0
268,37.54403305,127.0448456,DL,1120011400.0
269,37.52726364,127.0407639,DL,1168010400.0
270,37.51736832,127.041008,"7,DL",1168010800.0
271,37.5102757,127.043884,"9,DL",1168010800.0
299,37.667404,127.044402,1,1132010600.0
300,37.679441,127.045521,1,
301,37.68984604,127.04598999999999,"1,7",1132010800.0
323,37.5773839,126.8127402,5,1150010900.0
324,37.57237,126.8061738,5,
325,37.561964700000004,126.801323,"5,9,AP",1150011100.0
326,37.5611405,126.81242900000001,5,1150010800.0
327,37.560154600000004,126.824643,5,1150010400.0
328,37.5588125,126.837455,5,1150010400.0
329,37.5488053,126.83632,5,1150010600.0
330,37.5416683,126.840443,5,1150010300.0
331,37.5250199,126.856076,5,1147010100.0
332,37.5261427,126.864573,5,1147010100.0
333,37.5245551,126.875212,5,1147010200.0
334,37.525591299999995,126.886416,5,1156013400.0
335,37.522709000000006,126.90509499999999,5,1156010100.0
336,37.5216257,126.924219,"5,9",1156011000.0
337,37.52712929999999,126.932961,5,1156011000.0
338,37.53956604,126.9458923,5,1144010400.0
339,37.55334473,126.9565811,5,1144010100.0
340,37.56575820000001,126.966631,5,1114017000.0
341,37.57166210000001,126.97641999999999,5,1111011600.0
342,37.560204999999996,127.013875,"5,6",
343,37.554467100000004,127.0208,5,1120011000.0
344,37.55760574,127.0298767,5,1120010700.0
345,37.56626511,127.04312900000001,5,1120010500.0
346,37.56642914,127.05314640000002,5,1120012200.0
347,37.56148529,127.06439209999999,5,1123010600.0
348,37.55716324,127.0794449,"5,7",1121510200.0
349,37.552027,127.08963,5,1121510200.0
350,37.54516983,127.1035156,5,1121510400.0
351,37.538596500000004,127.12346289999999,"5,8",1174010900.0
352,37.5358379,127.1324874,5,1174010900.0
353,37.5377716,127.13993899999998,5,1174010500.0
354,37.54605484,127.1431808,5,1174010100.0
355,37.55131,127.14401399999998,5,1174010100.0
356,37.555051,127.15411,5,1174010200.0
357,37.5567256,127.1663966,5,1174010300.0
358,37.527657,127.13623100000001,5,1174010800.0
359,37.51654434,127.1311493,5,1171011100.0
360,37.50855900000001,127.12596,5,1171011100.0
361,37.4980701,127.1347696,5,1171011200.0
362,37.4932177,127.1439403,5,1171011300.0
363,37.49473953,127.1522751,5,1171011400.0
364,37.598676,126.9155705,6,1138010900.0
365,37.606076,126.9227308,6,1138010200.0
366,37.61838531,126.93286129999998,6,1138010300.0
367,37.61119461,126.91715239999999,6,1138010500.0
368,37.591014,126.913582,6,1138010900.0
369,37.58366013,126.9093857,6,1138011000.0
370,37.5699234,126.89900209999999,6,1144012500.0
371,37.56338882,126.90333559999999,6,1144012500.0
372,37.55603789999999,126.9100037,6,1144012300.0
373,37.547736,126.92296,6,1144011500.0
374,37.54728699,126.93172450000002,6,1144011400.0
375,37.54764557,126.9420547,6,1144010800.0
376,37.539289000000004,126.961339,"6,KJ",1117011900.0
377,37.534574,126.986877,6,1117010300.0
378,37.53446579,126.9936905,6,1117013000.0
379,37.54027557,127.00172420000001,6,1117013100.0
380,37.547965999999995,127.00682069999999,6,1114016200.0
381,37.58000183,127.0151825,6,1111017400.0
382,37.585331,127.01939099999998,"6,US",1129013000.0
383,37.586296000000004,127.029137,6,1129012500.0
384,37.5903415,127.0362774,6,1129013500.0
385,37.60174942,127.04142759999998,6,1129013600.0
386,37.606396000000004,127.04847579999999,6,1129013700.0
387,37.61061096,127.0571594,6,1129013900.0
388,37.6176632,127.07560890000002,"6,7",1135010300.0
389,37.62031555,127.0844193,6,1135010300.0
390,37.61736679,127.0914612,6,1126010600.0
392,37.67744446,127.05533600000001,7,1135010500.0
393,37.6648145,127.0576998,7,1135010500.0
394,37.64462750000001,127.06429320000001,7,1135010600.0
395,37.6363408,127.067977,7,1135010400.0
396,37.625787,127.07289399999999,7,1135010300.0
397,37.61078,127.077707,7,1126010400.0
398,37.602571999999995,127.07928500000001,7,1126010300.0
399,37.58852386,127.0873337,7,1126010100.0
400,37.58161163,127.08844760000001,7,1126010100.0
401,37.57358551,127.0864639,7,1126010100.0
402,37.5657901,127.08425770000001,7,1121510100.0
403,37.548003200000004,127.074607,7,1121510200.0
404,37.5316925,127.06684879999999,7,1121510500.0
405,37.51912,127.05193700000001,7,1168010400.0
406,37.514236,127.03159299999999,7,1168010800.0
407,37.511206,127.021728,7,1168010800.0
408,37.5083046,127.01182560000001,7,1165010600.0
409,37.487707,126.99359799999999,7,1165010100.0
410,37.4846516,126.97125729999999,7,1159010700.0
411,37.49634520000001,126.95366299999999,7,1159010200.0
412,37.502897600000004,126.947971,7,1159010300.0
413,37.504905,126.939191,7,
414,37.499717,126.92818899999999,7,1159010800.0
415,37.4998779,126.92024440000002,7,1156013200.0
416,37.500096,126.90993459999999,7,1156013200.0
417,37.486087,126.887272,7,1153010200.0
420,37.486686,126.83868100000001,7,1153010800.0
430,37.550148,127.12751899999999,8,1174010700.0
431,37.5302968,127.120421,8,1174010800.0
432,37.51745379999999,127.11241809999999,8,1171011100.0
433,37.505438,127.106981,8,1171010400.0
434,37.499739,127.112201,8,1171010400.0
435,37.4860192,127.12255400000001,8,1171010800.0
436,37.4786586,127.126228,8,1171010900.0
468,37.57853317,126.797905,9,1150011000.0
469,37.5637235,126.810685,9,1150010800.0
470,37.5674816,126.81698600000001,9,1150010900.0
471,37.568193,126.84167099999999,9,1150010400.0
472,37.561339600000004,126.854577,9,1150010400.0
473,37.55820670000001,126.860446,9,1150010200.0
474,37.550806200000004,126.865371,9,1150010200.0
475,37.546955600000004,126.874646,9,1150010100.0
476,37.5443333,126.883052,9,1147010200.0
477,37.537833899999995,126.893947,9,1156013400.0
478,37.528128,126.91785300000001,9,1156011000.0
479,37.517492600000004,126.928233,9,1156011000.0
480,37.512644200000004,126.953246,9,1159010400.0
481,37.508931200000006,126.96364299999999,9,1159010500.0
482,37.5013767,126.987181,9,1165010700.0
483,37.503487,126.996017,9,1165010700.0
484,37.5042641,127.01525600000001,9,1165010700.0
485,37.5046634,127.02503300000001,9,1168010100.0
490,37.4701151,127.038559,ND,1165010200.0
491,37.4472269,127.05567009999999,ND,1165011100.0
593,35.09522570000001,128.960633,B1,2638010400.0
594,35.106217799999996,128.966621,B1,2638010300.0
595,35.1035756,128.973653,B1,2638010200.0
596,35.0998012,128.983217,B1,2638010100.0
597,35.099923700000005,128.99250700000002,B1,2638010100.0
598,35.1031491,128.999944,B1,2638010100.0
599,35.1109049,129.012126,B1,2614010500.0
600,35.110443599999996,129.017647,B1,2614010200.0
601,35.100711499999996,129.019776,B1,2614011400.0
602,35.097105299999996,129.0258,B1,2611014100.0
603,35.0978759,129.034673,B1,2611013600.0
604,35.10378660000001,129.03634399999999,B1,2611010700.0
605,35.114298600000005,129.039298,B1,2617010100.0
606,35.120518700000005,129.04265900000001,B1,2617010100.0
607,35.1277581,129.04781699999998,B1,2617010100.0
608,35.1343687,129.05443799999998,B1,2617010300.0
609,35.140868499999996,129.059341,B1,2617010400.0
610,35.1472775,129.059239,B1,2623010400.0
611,35.15766970000001,129.059133,"B1,B2",2623010300.0
612,35.162563299999995,129.06295500000002,B1,2623010200.0
613,35.172887599999996,129.071178,B1,2623010100.0
614,35.1796226,129.07650800000002,B1,2647010200.0
615,35.186028,129.081599,"B1,B3",2647010200.0
616,35.195756599999996,129.07998700000002,"B1,BD",2647010100.0
617,35.205618799999996,129.078471,"B1,B4",2626010800.0
618,35.2125591,129.07969599999998,B1,2626010800.0
619,35.220257200000006,129.08637199999998,B1,2626010800.0
620,35.2296229,129.089346,B1,2641010800.0
621,35.2380239,129.088167,B1,2641010800.0
622,35.24733353,129.0912933,B1,2641010700.0
623,35.256915,129.091376,B1,2641010700.0
624,35.26515620000001,129.092406,B1,
625,35.2730912,129.092638,B1,2641010300.0
626,35.283809399999996,129.095029,B1,2641010200.0
627,35.16986660000001,129.17686799999998,B2,2635010700.0
628,35.1666736,129.16875,B2,2635010600.0
629,35.1636063,129.158853,B2,2635010500.0
630,35.1613216,129.147978,B2,2635010500.0
631,35.1689426,129.138708,B2,2635010500.0
632,35.1688781,129.13163899999998,B2,2635010500.0
633,35.167063,129.122104,B2,2650010200.0
634,35.1673644,129.115182,"B2,B3",2650010400.0
635,35.157843299999996,129.11314099999998,B2,2650010400.0
636,35.1497123,129.110961,B2,2650010500.0
637,35.14193710000001,129.10776,B2,2650010500.0
638,35.1375495,129.100434,B2,2629010600.0
639,35.135110600000004,129.091919,B2,2629010600.0
640,35.134704600000006,129.084361,B2,2629010600.0
641,35.135541700000005,129.074444,B2,2629010900.0
642,35.13901920000001,129.06739,B2,2629010900.0
643,35.1457979,129.066745,B2,2629010900.0
644,35.15307070000001,129.065398,B2,2623010200.0
645,35.1573229,129.050094,B2,2623010900.0
646,35.1559325,129.043316,B2,2623011000.0
647,35.1540494,129.032587,B2,2623011000.0
648,35.1532326,129.02054099999998,B2,2623011100.0
649,35.1512465,129.012093,B2,2653010600.0
650,35.1504751,129.002907,B2,2653010600.0
651,35.155410100000005,128.99136299999998,B2,2653010500.0
652,35.1622794,128.984634,"B2,BK",2653010400.0
653,35.1732652,128.983776,B2,2653010300.0
654,35.180359100000004,128.9856,B2,2653010300.0
655,35.18948010000001,128.98855,B2,2653010200.0
656,35.1966491,128.99483999999998,B2,2632010500.0
657,35.2027627,128.999535,B2,2632010500.0
658,35.210093,129.005292,"B2,B3",2632010400.0
659,35.22316420000001,129.009106,B2,2632010200.0
660,35.235715,129.013859,B2,2632010200.0
661,35.24619860000001,129.01286000000002,B2,2632010100.0
662,35.2585974,129.01238700000002,B2,2632010100.0
663,35.2671843,129.016786,B2,2632010100.0
668,35.1715597,129.108437,B3,2650010100.0
669,35.1734868,129.095536,B3,2647010200.0
670,35.1767973,129.085694,B3,2647010200.0
671,35.1885943,129.074102,"B3,BD",2647010100.0
672,35.1911883,129.067597,B3,2647010100.0
673,35.19867220000001,129.065235,B3,2626010900.0
674,35.2061374,129.068449,"B3,B4",2626010800.0
675,35.2131103,129.03642,B3,2632010300.0
676,35.2133747,129.02388100000002,B3,2632010300.0
677,35.2121078,129.013122,B3,2632010400.0
678,35.20659620000001,128.996313,B3,2632010500.0
679,35.2111797,128.981991,B3,2644010100.0
680,35.2124661,128.969433,B3,2644010100.0
681,35.213173,128.960864,"B3,BK",2644010100.0
682,35.2017326,129.08383899999998,B4,2626010600.0
683,35.200231099999996,129.09069499999998,B4,2626010400.0
684,35.2002198,129.097859,B4,2626010200.0
685,35.20531,129.10182700000001,B4,2626010100.0
686,35.2131278,129.107508,B4,2641011000.0
687,35.2157616,129.115119,B4,2641011100.0
688,35.21776199,129.12402340000003,B4,2635010200.0
689,35.21812057,129.1369019,B4,2635010200.0
690,35.225595,129.146223,B4,2635010100.0
691,35.23242188,129.1538086,B4,2635010100.0
692,35.23600006,129.1605225,B4,2671033000.0
693,35.23733729999999,129.171696,B4,2671033030.0
695,35.163248700000004,128.977716,BK,2653010400.0
696,35.1663495,128.954915,BK,2644010200.0
697,35.1719361,128.94853,BK,2644010200.0
698,35.1819748,128.954148,BK,2644010200.0
699,35.1961696,128.96354,BK,2644010200.0
700,35.2140364,128.950656,BK,2644010100.0
701,35.21768510000001,128.938384,BK,2644010300.0
1024,37.612938799999995,127.10320800000001,KC,1126010500.0
1030,37.5073011,127.03390700000001,9,1168010800.0
1031,37.5130378,127.053347,9,1168010500.0
1032,37.514219399999995,127.060084,9,1168010500.0
1033,37.5667269,126.827401,9,1150010500.0
1113,35.04819778,128.9655964,B1,2638010600.0
1114,35.05767816,128.97129809999998,B1,2638010600.0
1115,35.06515112,128.9796052,B1,2638010600.0
1116,35.07495742,128.976622,B1,2638010500.0
1117,35.08200196,128.9773429,B1,2638010500.0
1118,35.08976475,128.9733914,B1,2638010400.0
1146,35.16475677,129.0607452,BD,2623010300.0
1147,35.17928696,129.068222,BD,2647010100.0
1148,35.19732285,129.0911407,BD,2626010400.0
1149,35.19603348,129.1017303,BD,2626010200.0
1150,35.19001770000001,129.1201172,BD,2635010400.0
1151,35.17921066,129.12475590000003,BD,2635010400.0
1152,35.17119217,129.13673400000002,BD,2635010500.0
1153,35.18182373,129.1771393,BD,2635010700.0
1154,35.18751526,129.20236210000002,BD,2635010800.0
1155,35.19629669,129.2088165,BD,2671025000.0
1156,35.24288177,129.21850590000003,BD,2671025000.0
1157,35.26737976,129.2330627,BD,2671031000.0
