"user_id","birthday","gender","photo_count","profile_score","profile_tier","bio","characters","height","body_type","blood_type","education","school","job","company","religion","smoking","drinking","region","state","locality","longitude","latitude","current_region","language","is_out","is_deactivated","is_blocked","phone_number","facebook_email_address","account_created_at","is_confirm","confirm_admin_id","admin_confirmed_at","rating_completed_at","sign_up_completed","stage","stage_updated_at","last_activity_at"
1867750,"2000-05-04","F",0,NULL,NULL,NULL,NULL,150,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,NULL,"AR","","CABA",-58.3780,-34.5997,"AR","es","N","Y",NULL,+5491,NULL,"2019-02-21 15:10:48",NULL,NULL,NULL,NULL,"N","Body","2019-02-21 15:11:58","2019-02-21 15:10:50"
1867756,"1986-05-12","F",2,65.81,"Diamond",NULL,NULL,156,"BF02",NULL,"UE03",NULL,24,NULL,"UR00","SM02","DR01","KR","","부산광역시",129.0756,35.1796,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 15:15:13","Y",63,"2019-02-21 15:25:25","2019-02-21 15:26:24","Y",NULL,"2019-02-21 15:26:52","2019-03-03 12:07:41"
1867759,"1999-09-08","F",3,87.81,"Diamond",NULL,NULL,164,"BF02",NULL,"UE01",NULL,3,NULL,"UR00","SM02","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 15:16:38","Y",63,"2019-02-21 15:25:24","2019-02-21 15:26:53","Y",NULL,"2019-02-21 18:02:40","2019-02-21 18:04:07"
1867768,"1993-01-30","F",3,57.36,"Gold",NULL,NULL,167,"BF02",NULL,"UE04","전남대학교 일반대학원",24,NULL,"UR00","SM02","DR01","KR","","광주광역시",126.8526,35.1595,"KR","ko","N","Y",NULL,NULL,NULL,"2019-02-21 15:20:26","Y",63,"2019-02-21 15:25:24","2019-02-21 15:26:15","Y",NULL,"2019-02-21 15:34:18","2019-02-21 16:21:20"
1867774,"1991-09-29","F",2,42.16,"Silver",NULL,NULL,163,"BF02",NULL,"UE01",NULL,1,NULL,"UR00","SM00","DR01","US","NY","Gouverneur",-75.4670,44.3372,"US","en","N","Y",NULL,+1845,NULL,"2019-02-21 15:21:51","Y",63,"2019-02-21 15:25:27","2019-02-21 15:45:03","N","Review","2019-02-21 15:24:54","2019-02-21 15:26:02"
1867775,"1995-11-08","F",6,72.54,"Diamond","젬이없어용..",NULL,158,"BF05",NULL,"UE02",NULL,54,NULL,"UR00","SM02","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 15:21:55","Y",63,"2019-02-21 15:28:46","2019-02-21 15:29:46","Y",NULL,"2019-02-21 15:30:11","2019-03-03 12:50:55"
1867776,"1994-01-16","F",3,71.97,"Diamond",NULL,NULL,167,"BF01",NULL,"UE03",NULL,65,NULL,"UR00","SM02","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-21 15:22:44","Y",63,"2019-02-21 15:25:28","2019-02-21 15:26:21","Y",NULL,"2019-02-21 15:31:27","2019-03-15 12:02:20"
1867781,"1998-02-13","F",6,89.21,"Diamond","","UC08|UC05|UC02",163,"BF02","AB","UE03","s대",7,"","UR00","SM02","DR01","KR","경기도","의정부시",127.0337,37.7381,"KR","ko","N","N",NULL,NULL,"naver.com","2019-02-21 15:23:50","Y",63,"2019-02-21 15:28:48","2019-02-21 15:30:07","Y",NULL,"2019-02-21 15:30:39","2019-03-14 08:30:55"
1867783,"1987-04-20","F",6,67.71,"Diamond",NULL,NULL,130,"BF02",NULL,"UE05",NULL,7,NULL,"UR01","SM02","DR02","US","New York","Madrid",-75.1326,44.7483,"US","en","N","N",NULL,+1706,NULL,"2019-02-21 15:24:22","Y",63,"2019-02-21 15:40:13","2019-02-21 15:55:02","Y",NULL,"2019-02-21 15:55:19","2019-03-14 23:19:27"
1867784,"1997-02-06","F",0,NULL,NULL,NULL,NULL,168,"BF02",NULL,"UE03",NULL,7,NULL,"UR00","SM02","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-21 15:24:52",NULL,NULL,NULL,NULL,"N","Picture","2019-02-21 15:25:39","2019-02-26 22:12:42"
1867789,"1991-07-03","F",2,63.00,"Gold","좋은인연이되고싶어요^^*","UC09",167,"BF02","A","UE06",NULL,3,NULL,"UR00","SM02","DR01","KR","경상북도","경산시",128.7415,35.8251,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 15:28:37","Y",63,"2019-02-21 15:40:40","2019-02-21 15:41:39","Y",NULL,"2019-02-21 15:41:53","2019-02-22 05:02:36"
1867792,"1985-12-01","F",0,NULL,NULL,NULL,NULL,160,"BF03",NULL,"UE02",NULL,5,NULL,"UR01","SM02","DR01","KR","","서울특별시",127.1014,37.5244,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-21 15:32:40",NULL,NULL,NULL,NULL,"N","Picture","2019-02-21 15:33:49","2019-02-21 15:34:44"
1867793,"2000-02-15","F",4,62.97,"Gold",NULL,"UC02|UC08",170,"BF05","A","UE03","",7,NULL,"UR00","SM00","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-21 15:32:42","Y",63,"2019-02-21 15:40:40","2019-02-21 15:42:56","Y",NULL,"2019-02-21 16:35:19","2019-03-05 18:54:20"
1867807,"1989-06-15","F",3,73.99,"Diamond",NULL,NULL,159,"BF02",NULL,"UE03",NULL,129,NULL,"UR00","SM02","DR01","KR","경기도","남양주시",127.2165,37.6360,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-21 15:37:23","Y",63,"2019-02-21 15:45:58","2019-02-21 15:47:04","Y",NULL,"2019-02-21 15:47:07","2019-03-15 10:40:55"
1867812,"1990-04-26","F",2,69.85,"Diamond","호감을보여주세요","UC00",165,"BF05","A","UE02",NULL,6,NULL,"UR00","SM02","DR01","KR","경기도","용인시",127.1776,37.2411,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-21 15:43:13","Y",63,"2019-02-21 15:45:59","2019-02-21 15:47:00","Y",NULL,"2019-02-21 15:47:17","2019-03-14 13:16:02"
1867815,"1994-03-09","F",6,NULL,NULL,NULL,NULL,166,"BF01",NULL,"UE03",NULL,2,NULL,"UR00","SM02","DR01","KR","경기도","고양시",126.8300,37.6338,"KR","ko","N","Y",NULL,NULL,"naver.com","2019-02-21 15:43:36",NULL,NULL,NULL,NULL,"N","Picture","2019-02-21 15:44:09","2019-02-21 15:43:39"
1867816,"1992-08-07","F",2,66.58,"Diamond",NULL,NULL,170,"BF02",NULL,"UE03",NULL,4,NULL,"UR00","SM02","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-21 15:43:41","Y",63,"2019-02-21 15:58:47","2019-02-21 15:59:56","Y",NULL,"2019-02-21 16:03:08","2019-03-15 06:49:31"
1867817,"1997-03-03","F",4,72.54,"Diamond",NULL,NULL,159,"BF02",NULL,"UE03",NULL,5,NULL,"UR00","SM02","DR01","KR","","서울특별시",127.0630,37.6565,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 15:43:48","Y",63,"2019-02-21 15:58:46","2019-02-21 16:00:23","Y",NULL,"2019-02-21 16:01:11","2019-02-26 11:31:30"
1867819,"2000-12-13","F",5,67.34,"Diamond",NULL,NULL,166,"BF02",NULL,"UE01",NULL,3,NULL,"UR00","SM02","DR01","KR","","울산광역시",129.3114,35.5384,"KR","ko","Y","Y",NULL,NULL,"naver.com","2019-02-21 15:43:59","Y",63,"2019-02-21 15:49:42","2019-02-21 15:52:06","Y",NULL,"2019-02-21 15:56:32","2019-02-22 11:12:20"
1867820,"1996-08-05","F",6,NULL,NULL,NULL,NULL,160,"BF02",NULL,"UE01",NULL,5,NULL,"UR00","SM01","DR00","KR","","부산광역시",129.0756,35.1796,"KR","ko","N","Y",NULL,NULL,NULL,"2019-02-21 15:44:27",NULL,NULL,NULL,NULL,"N","Picture","2019-02-21 15:46:00","2019-02-21 15:44:42"
1867827,"1984-06-03","F",0,NULL,NULL,NULL,NULL,155,"BF05",NULL,"UE02",NULL,8,NULL,"UR00","SM02","DR01","KR","","대전광역시",127.3845,36.3504,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-21 15:49:04",NULL,NULL,NULL,NULL,"N","Job","2019-02-21 15:52:11","2019-02-21 15:51:35"
1867829,"1995-04-16","F",5,83.87,"Diamond",NULL,NULL,165,"BF04","O","UE03",NULL,"<job>미술학원선생님</job>","","UR00","SM02","DR01","KR","경기도","용인시",127.1776,37.2411,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-21 15:49:38","Y",63,"2019-02-21 15:58:49","2019-02-21 16:00:14","Y",NULL,"2019-02-21 16:03:44","2019-03-15 08:41:25"
1867830,"1985-09-02","F",2,83.62,"Diamond",NULL,NULL,158,"BF02",NULL,"UE03",NULL,8,NULL,"UR00","SM02","DR02","KR","","서울특별시",126.9780,37.5665,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-21 15:49:41","Y",63,"2019-02-21 15:58:52","2019-02-21 16:00:40","Y",NULL,"2019-02-21 16:02:35","2019-03-15 10:54:28"
1867832,"1992-10-31","F",2,58.22,"Gold",NULL,NULL,168,"BF02",NULL,"UE03",NULL,288,NULL,"UR00","SM02","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-21 15:50:23","Y",63,"2019-02-21 15:58:47","2019-02-21 15:59:54","Y",NULL,"2019-02-21 16:01:40","2019-03-03 15:36:26"
1867833,"1994-06-27","F",3,84.63,"Diamond","좋은인연되길 바래요^^
카.톡: ｎｎｙ３３ 연락 주세요~~",NULL,160,"BF01",NULL,"UE03",NULL,6,NULL,"UR00","SM02","DR01","KR","경기도","수원시",127.0286,37.2636,"KR","ko","N","Y","Y",NULL,"hotmail","2019-02-21 15:50:38","Y",63,"2019-02-21 15:58:46","2019-02-21 16:00:06","Y",NULL,"2019-02-21 16:00:48","2019-02-21 16:00:51"
1867837,"1995-02-16","F",4,64.79,"Gold",NULL,NULL,163,"BF02",NULL,"UE01",NULL,"<job>태권도사범</job>",NULL,"UR00","SM01","DR01","KR","","인천광역시",126.7052,37.4563,"KR","ko","Y","Y",NULL,NULL,"naver.com","2019-02-21 15:51:53","Y",63,"2019-02-21 15:58:54","2019-02-21 16:00:09","Y",NULL,"2019-02-21 16:00:27","2019-02-21 16:01:38"
1867841,"1999-02-05","F",6,73.77,"Diamond",NULL,NULL,157,"BF01",NULL,"UE03",NULL,34,NULL,"UR01","SM02","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 15:54:19","Y",63,"2019-02-21 16:07:20","2019-02-21 16:09:47","Y",NULL,"2019-02-21 16:17:30","2019-02-21 16:26:22"
1867846,"1993-03-03","F",3,86.40,"Diamond","앱 자주안해서  카톡로 대화할까요 ? 카톡 :T886",NULL,165,"BF00",NULL,"UE03",NULL,6,NULL,"UR00","SM02","DR01","KR","","서울특별시",127.0001,37.5663,"KR","ko","N","Y","Y",NULL,"hotmail.","2019-02-21 15:57:48","Y",63,"2019-02-21 16:07:19","2019-02-21 16:08:50","Y",NULL,"2019-02-21 16:09:46","2019-02-21 16:10:22"
1867847,"1971-11-10","F",0,NULL,NULL,NULL,NULL,160,"BF03",NULL,NULL,NULL,1,NULL,"UR00","SM02","DR02","KR","경기도","여주군",127.6451,37.2942,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-21 15:58:26",NULL,NULL,NULL,NULL,"N","Picture","2019-02-21 15:59:47","2019-02-21 15:58:27"
1867848,"1989-10-26","F",0,NULL,NULL,NULL,NULL,163,"BF01",NULL,NULL,NULL,6,NULL,"UR00","SM01","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-21 15:58:35",NULL,NULL,NULL,NULL,"N","Picture","2019-02-21 16:03:25","2019-02-21 15:58:36"
1867851,"2000-12-23","F",2,64.67,"Gold",NULL,"UC05|UC09|UC02",160,"BF02","AB","UE03",NULL,7,NULL,"UR00","SM02","DR01","KR","충청남도","천안시",127.1302,36.8368,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-21 16:00:17","Y",63,"2019-02-21 16:07:23","2019-02-21 16:10:19","Y",NULL,"2019-02-22 10:46:41","2019-03-09 16:15:01"
1867852,"1990-02-01","F",3,59.73,"Gold",NULL,NULL,160,"BF02",NULL,"UE02",NULL,158,NULL,"UR00","SM02","DR02","KR","","서울특별시",126.9780,37.5665,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 16:00:25","Y",63,"2019-02-21 16:16:13","2019-02-21 16:17:40","Y",NULL,"2019-02-21 16:24:30","2019-03-05 13:19:36"
1867855,"1995-12-28","F",2,59.20,"Gold",NULL,NULL,161,"BF02",NULL,"UE02",NULL,129,NULL,"UR00","SM01","DR01","KR","경기도","고양시",126.8320,37.6584,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 16:00:58","Y",63,"2019-02-21 16:07:22","2019-02-21 16:08:55","Y",NULL,"2019-02-21 16:10:59","2019-02-22 01:49:46"
1867856,"1970-03-09","F",6,81.69,"Diamond",NULL,NULL,162,"BF01","A","UE02",NULL,4,NULL,"UR00","SM02","DR01","KR","","서울특별시",126.9122,37.6213,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-21 16:01:47","Y",63,"2019-02-21 16:07:21","2019-02-21 16:38:19","Y",NULL,"2019-02-22 01:26:06","2019-03-15 10:05:37"
1867859,"2000-01-16","F",2,81.06,"Diamond",NULL,NULL,156,"BF01","A","UE03",NULL,3,NULL,"UR00","SM02","DR01","KR","충청남도","천안시",127.1139,36.8151,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 16:02:04","Y",63,"2019-02-21 16:07:22","2019-02-21 16:10:17","Y",NULL,"2019-02-21 16:11:33","2019-02-24 18:13:04"
1867863,"1994-07-02","F",4,NULL,NULL,NULL,NULL,168,"BF02",NULL,"UE03",NULL,1,NULL,"UR03","SM02","DR01","KR","","서울특별시",126.9005,37.5190,"KR","ko","N","Y","Y",NULL,"hotm","2019-02-21 16:03:21","N",0,"2019-02-21 16:04:59",NULL,"N","Review","2019-02-21 16:04:59","2019-02-21 16:12:13"
1867868,"1989-01-26","F",2,79.70,"Diamond","",NULL,160,"BF02",NULL,"UE03",NULL,54,NULL,"UR00","SM02","DR01","KR","","울산광역시",129.3114,35.5384,"KR","ko","Y","N",NULL,+8210,NULL,"2019-02-21 16:04:07","Y",63,"2019-02-21 16:07:24","2019-02-21 16:08:43","Y",NULL,"2019-02-21 16:09:00","2019-03-14 15:05:47"
1867870,"1999-09-01","F",2,70.90,"Diamond",NULL,"",160,"BF05","A","UE03",NULL,7,"","UR00","SM02","DR01","KR","경기도","고양시",126.8320,37.6584,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 16:05:00","Y",63,"2019-02-21 16:16:18","2019-02-21 16:18:45","Y",NULL,"2019-02-21 16:18:50","2019-03-03 14:29:33"
1867871,"1994-05-05","F",5,59.22,"Gold",NULL,NULL,169,"BF02",NULL,"UE02",NULL,202,NULL,"UR00","SM02","DR01","KR","경기도","수원시",127.0286,37.2636,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 16:05:17","Y",63,"2019-02-21 16:16:14","2019-02-21 16:17:50","Y",NULL,"2019-02-21 16:19:12","2019-02-25 15:31:28"
1867876,"1994-10-02","F",0,NULL,NULL,NULL,NULL,163,"BF05",NULL,"UE02",NULL,1,NULL,"UR02","SM02","DR01","KR","경기도","부천시",126.7718,37.5195,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-21 16:06:27",NULL,NULL,NULL,NULL,"N","Picture","2019-02-21 16:07:19","2019-02-21 16:06:29"
1867877,"1993-09-08","F",3,82.49,"Diamond",NULL,NULL,172,"BF02",NULL,"UE01",NULL,126,NULL,"UR00","SM00","DR00","KR","경기도","부천시",126.7660,37.5034,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 16:06:35","Y",63,"2019-02-21 16:16:14","2019-02-21 16:17:43","Y",NULL,"2019-02-21 16:24:50","2019-02-26 12:59:16"
1867880,"1998-02-09","F",3,81.02,"Diamond","","UC08|UC09|UC11",170,"BF01","B","UE01","4년제",34,"4학년","UR00","SM01","DR01","KR","","서울특별시",127.0808,37.6669,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-21 16:07:48","Y",63,"2019-02-21 16:31:44","2019-02-21 16:34:49","Y",NULL,"2019-02-21 16:35:53","2019-03-14 15:41:12"
1867884,"1994-05-10","F",6,76.84,"Diamond",NULL,"",155,"BF02",NULL,"UE03",NULL,8,"","UR03","SM01","DR01","KR","경기도","남양주시",127.2165,37.6360,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-21 16:09:48","Y",63,"2019-02-21 16:24:58","2019-02-21 16:26:22","Y",NULL,"2019-02-21 16:27:08","2019-03-14 11:43:59"
1867885,"2000-11-04","F",3,57.98,"Gold","안녕하세요ㅎㅎ 반가워요ㅎㅎ 사진들이 다 카메라빨이에요ㅎㅎ","UC00|UC16|UC05",156,"BF01","O","UE02","비밀~",7,"대학교","UR03","SM02","DR01","KR","","대전광역시",127.3318,36.2973,"KR","ko","N","Y",NULL,NULL,"gma","2019-02-21 16:10:04","Y",63,"2019-02-21 16:16:15","2019-02-21 16:19:20","Y",NULL,"2019-02-21 20:41:52","2019-02-22 08:32:47"
1867889,"2000-11-23","F",2,71.72,"Diamond",NULL,NULL,145,"BF04",NULL,"UE01",NULL,1,NULL,"UR03","SM02","DR02","PH","Central Visayas","Cebu City",123.8931,10.3046,"PH","en","N","Y",NULL,+6392,NULL,"2019-02-21 16:13:25","Y",63,"2019-02-21 16:24:53","2019-02-21 16:35:02","Y",NULL,"2019-02-22 08:19:49","2019-02-23 03:26:15"
1867902,"1999-07-28","F",4,69.70,"Diamond",NULL,NULL,165,"BF02",NULL,"UE01",NULL,129,NULL,"UR00","SM02","DR00","KR","Gyeonggi-do","Gwangju-si",127.2561,37.4171,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 16:19:11","Y",63,"2019-02-21 16:24:53","2019-02-21 16:27:35","Y",NULL,"2019-02-21 16:28:00","2019-02-21 16:36:34"
1867912,"1999-09-01","F",6,69.56,"Diamond","Good person until you piss me off","UC08|UC06|UC16",168,"BF02","A","UE02","sagarmatha",303,"pharmacy","UR06","SM02","DR02","NP","Western Development ","Butwal",83.4323,27.6874,"NP","en","Y","Y",NULL,NULL,NULL,"2019-02-21 16:25:01","Y",63,"2019-02-21 16:31:45","2019-02-21 16:45:03","Y",NULL,"2019-02-21 16:45:47","2019-02-21 16:48:07"
1867920,"1999-05-06","F",6,44.83,"Silver",NULL,"UC02|UC08",159,"BF05","O","UE03",NULL,7,NULL,"UR01","SM01","DR01","KR","충청남도","공주시",127.1192,36.4465,"KR","ko","N","Y",NULL,NULL,"nate.com","2019-02-21 16:28:57","Y",63,"2019-02-21 16:40:06","2019-02-21 16:42:55","Y",NULL,"2019-02-21 16:44:51","2019-02-24 10:29:44"
1867928,"1997-01-01","F",3,69.94,"Diamond",NULL,NULL,167,"BF02",NULL,"UE03",NULL,7,NULL,"UR00","SM02","DR00","KR","","서울특별시",126.9780,37.5665,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 16:33:17","Y",63,"2019-02-21 16:40:31","2019-02-21 16:42:30","Y",NULL,"2019-02-21 16:42:33","2019-02-21 17:51:33"
1867930,"1998-02-25","F",4,70.72,"Diamond",NULL,NULL,160,"BF02",NULL,"UE02",NULL,129,NULL,"UR00","SM02","DR00","KR","","서울특별시",126.9780,37.5665,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 16:33:36","Y",63,"2019-02-21 16:40:02","2019-02-21 16:42:11","Y",NULL,"2019-02-21 16:56:16","2019-02-21 20:51:37"
1867932,"1992-12-07","F",4,58.86,"Gold",NULL,NULL,167,"BF05",NULL,"UE03",NULL,5,NULL,"UR00","SM02","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-21 16:34:22","Y",63,"2019-02-21 16:42:23","2019-02-21 16:43:58","Y",NULL,"2019-02-21 16:44:08","2019-02-22 13:16:49"
1867934,"1995-10-26","F",2,69.04,"Diamond",NULL,NULL,167,"BF05",NULL,"UE01",NULL,5,NULL,"UR00","SM00","DR01","KR","경기도","의정부시",127.0480,37.7389,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-21 16:34:48","Y",63,"2019-02-21 16:40:28","2019-02-21 16:41:55","Y",NULL,"2019-02-21 16:48:35","2019-02-22 12:49:32"
1867937,"1980-11-10","F",5,69.55,"Diamond",NULL,"UC04|UC05|UC15",173,"BF02","O","UE03",NULL,24,"UNESCO","UR01","SM02","DR01","KR","","Seoul",126.9780,37.5665,"NG","en","N","Y","Y",+2348,NULL,"2019-02-21 16:36:34","Y",63,"2019-02-21 16:54:13","2019-02-21 17:01:15","Y",NULL,"2019-02-21 17:03:01","2019-02-22 09:49:52"
1867943,"1990-09-23","F",3,NULL,NULL,NULL,"UC00|UC20|UC10",162,"BF04","A","UE03",NULL,6,NULL,"UR00","SM00","DR00","KR","","서울특별시",126.9780,37.5665,"PH","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 16:37:11","N",63,"2019-02-21 16:50:27",NULL,"N","Review","2019-02-21 16:49:42","2019-02-28 13:47:11"
1867944,"2000-03-16","F",3,67.65,"Diamond",NULL,NULL,162,"BF02",NULL,"UE01",NULL,1,NULL,"UR00","SM02","DR01","KR","","광주광역시",126.8526,35.1595,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-21 16:38:01","Y",63,"2019-02-21 16:40:32","2019-02-21 16:43:52","Y",NULL,"2019-02-21 16:44:26","2019-02-22 01:24:11"
1867945,"1996-02-21","F",6,44.83,"Silver",NULL,NULL,175,"BF05",NULL,"UE06",NULL,1,NULL,"UR02","SM00","DR01","US","Virginia","Arlington",-77.1068,38.8800,"US","en","N","Y",NULL,NULL,"yahoo.com","2019-02-21 16:38:10","Y",63,"2019-02-21 16:42:20","2019-02-21 16:55:02","Y",NULL,"2019-02-23 20:31:31","2019-03-09 03:30:37"
1867953,"1994-09-25","F",3,NULL,NULL,NULL,NULL,160,"BF01",NULL,"UE03",NULL,6,NULL,"UR00","SM02","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","N","Y",NULL,NULL,"hotmail.","2019-02-21 16:42:46","N",63,"2019-02-21 16:47:20",NULL,"N","Review","2019-02-21 16:45:00","2019-02-22 03:24:07"
1867961,"1980-06-10","F",2,73.88,"Diamond",NULL,"UC02|UC15|UC05",155,"BF01",NULL,"UE01","Makhosini","<job>cashier</job>","Menlyn","UR01","SM02","DR01","ZA","GP","Pretoria",28.1989,-25.7579,"ZA","en","N","Y",NULL,+2772,NULL,"2019-02-21 16:47:59","Y",63,"2019-02-21 17:02:39","2019-02-21 17:15:04","Y",NULL,"2019-02-21 18:06:21","2019-02-22 02:49:13"
